School Year,District Code,District Name,School Code,Grade Span,School Name,Total Enrollment,Low Income Enrollment,Poverty Percentage,School Eligibility,School Program Type,School Improvement Status,Allocation,Act_PPE
2007-08,417,CASTLEFORD DISTRICT,0185,*K*1*2*3*4*5*6*,CASTLEFORD SCHOOL,144,83,0.576388888888889,Eligible,Targeted Assistance,N,80475,970
2007-08,418,MURTAUGH JOINT DISTRICT,0186,*6*7*8*,MURTAUGH MIDDLE SCHOOL,33,24,0.727272727272727,Eligible,Not Serving,N,0,0
2007-08,418,MURTAUGH JOINT DISTRICT,0187,*9*10*11*12*,MURTAUGH HIGH SCHOOL,58,43,0.741379310344828,Eligible,Not Serving,N,0,0
2007-08,418,MURTAUGH JOINT DISTRICT,0843,*K*1*2*3*4*5*,MURTAUGH ELEMENTARY SCHOOL,113,85,0.752212389380531,Eligible,Targeted Assistance,N,60692,714
2007-08,421,MC CALL-DONNELLY DISTRICT,0189,*9*10*11*12*,MC CALL-DONNELLY HIGH SCHOOL,320,60,0.1875,Not Eligible,Not Serving,N,0,0
2007-08,421,MC CALL-DONNELLY DISTRICT,0236,*6*7*8*,PAYETTE LAKES MIDDLE SCHOOL,240,50,0.208333333333333,Not Eligible,Not Serving,N,0,0
2007-08,421,MC CALL-DONNELLY DISTRICT,0837,*K*1*2*3*4*5*,BARBARA MORGAN ELEMENTARY,340,91,0.267647058823529,Eligible,Targeted Assistance,Y,55906,614
2007-08,421,MC CALL-DONNELLY DISTRICT,0988,*K*1*2*3*4*5*,DONNELLY ELEMENTARY,146,39,0.267123287671233,Eligible,Targeted Assistance,Y,18864,484
2007-08,421,MC CALL-DONNELLY DISTRICT,1264,*9*10*11*12*,HEARTLAND HIGH SCHOOL (ALT),20,5,0.25,Eligible,Not Serving,N,0,0
2007-08,422,CASCADE DISTRICT,0190,*7*8*9*10*11*12*,CASCADE JR-SR HIGH SCHOOL,169,58,0.343195266272189,Eligible,Not Serving,N,0,0
2007-08,422,CASCADE DISTRICT,0838,*K*1*2*3*4*5*6*,CASCADE ELEMENTARY SCHOOL,173,62,0.358381502890173,Eligible,Targeted Assistance,N,76877,1240
2007-08,431,WEISER DISTRICT,0191,*6*7*8*,WEISER MIDDLE SCHOOL,390,224,0.574358974358974,Eligible,Not Serving,Y,0,0
2007-08,431,WEISER DISTRICT,0192,*9*10*11*12*,WEISER HIGH SCHOOL,554,300,0.541516245487365,Eligible,Not Serving,N,0,0
2007-08,431,WEISER DISTRICT,0839,*K*1*2*3*,PIONEER PRIMARY SCHOOL,476,290,0.609243697478992,Eligible,Schoolwide,N,152278,525
2007-08,431,WEISER DISTRICT,0840,*4*5*,PARK INTERMEDIATE SCHOOL,244,145,0.594262295081967,Eligible,Schoolwide,N,72848,502
2007-08,432,CAMBRIDGE JOINT DISTRICT,0193,*7*8*9*10*11*12*,CAMBRIDGE JR-SR HIGH SCHOOL,70,33,0.471428571428571,Eligible,Not Serving,N,0,0
2007-08,432,CAMBRIDGE JOINT DISTRICT,0841,*K*1*2*3*4*5*6*,CAMBRIDGE ELEMENTARY SCHOOL,56,39,0.696428571428571,Eligible,Targeted Assistance,N,49746,1276
2007-08,433,MIDVALE DISTRICT,0286,*K*1*2*3*4*5*6*7*8*9*10*11*12*,MIDVALE SCHOOL,124,76,0.612903225806452,Eligible,Targeted Assistance,N,36095,475
2007-08,451,Victory Charter School,0868,*K*1*2*3*4*5*6*7*8*9*10*,Victory Charter School,340,119,0.35,Eligible,Targeted Assistance,N,34299,288
2007-08,452,Idaho Virtual Academy,0869,*K*1*2*3*4*5*6*7*8*9*10*11*,Idaho Virtual Academy,2600,1300,0.5,Eligible,Schoolwide,N,336896,259
2007-08,457,INSPIRE VIRTUAL CHARTER LEA,0578,*K*1*2*3*4*5*6*7*8*9*10*11*,INSPIRE VIRTUAL CHARTER SCHOOL,200,85,0.425,Eligible,Targeted Assistance,N,27408,322
2007-08,458,LIBERTY CHARTER SCHOOL,0587,*K*1*2*3*4*5*6*7*8*9*10*11*12*,LIBERTY CHARTER SCHOOL,406,126,0.310344827586207,Eligible,Targeted Assistance,N,32416,257
2007-08,459,GARDEN CITY COMMUNITY SCHOOL,0640,*K*1*2*3*4*5*6*7*8*,GARDEN CITY COMMUNITY SCHOOL,137,60,0.437956204379562,Eligible,Schoolwide Planning,N,41597,693
2007-08,461,TAYLORS CROSSING PUBLIC CHARTER SCHOOL,0642,*K*1*2*3*4*5*6*7*8*9*,TAYLORS CROSSING PUBLIC CHARTER SCHOOL,306,70,0.228758169934641,Eligible,Targeted Assistance,N,32068,352
2007-08,462,XAVIER CHARTER SCHOOL,0886,*K*1*2*3*4*5*6*7*8*,XAVIER CHARTER SCHOOL,260,26,0.1,Eligible,Targeted Assistance,N,21116,812
2007-08,463,VISION CHARTER SCHOOL,0888,*K*1*2*3*4*5*6*7*,VISION CHARTER SCHOOL,223,75,0.336322869955157,Eligible,Targeted Assistance,N,43762,583
2007-08,596,SCHOOL FOR DEAF AND BLIND,0948,*K*1*2*3*4*5*6*7*8*9*10*11*12*,SCHOOL FOR THE DEAF AND BLIND,66,35,0.53030303030303,Special Exception,Schoolwide,Y,13551,387
